#k,QQ,x_b,t,phi_x,F,sigmaF,F1,F2
5.75000,1.39000,0.15500,-0.11000,232.72000,1.67670,0.15330,0.77206,1.28727
5.75000,1.39000,0.15500,-0.11000,247.78000,1.58280,0.12390,0.77206,1.28727
5.75000,1.39000,0.15500,-0.11000,262.85000,2.66520,0.15240,0.77206,1.28727
5.75000,1.39000,0.15500,-0.11000,277.88000,2.76240,0.16930,0.77206,1.28727
5.75000,1.39000,0.15500,-0.11000,291.59000,4.70120,0.27160,0.77206,1.28727
5.75000,1.39000,0.15500,-0.11000,303.92000,0.00000,0.00000,0.77206,1.28727
5.75000,1.39000,0.15500,-0.11000,315.70000,0.00000,0.00000,0.77206,1.28727
5.75000,1.39000,0.15500,-0.11000,337.50000,0.00000,0.00000,0.77206,1.28727
5.75000,1.39000,0.15500,-0.11000,352.50000,0.00000,0.00000,0.77206,1.28727
5.75000,1.39000,0.15500,-0.15000,7.50000,0.00000,0.00000,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,22.50000,0.00000,0.00000,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,37.50000,0.00000,0.00000,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,56.69000,0.00000,0.00000,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,68.06000,2.88190,0.17990,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,82.05000,1.75140,0.10650,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,97.13000,1.56760,0.09720,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,112.20000,1.32260,0.10140,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,127.27000,0.91560,0.08960,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,142.33000,0.67530,0.06440,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,157.40000,0.81930,0.06970,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,172.47000,0.76010,0.08030,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,187.53000,0.87710,0.08990,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,202.60000,0.78890,0.07090,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,217.67000,0.88220,0.07590,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,232.73000,1.04590,0.09790,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,247.80000,1.05110,0.08760,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,262.87000,1.32040,0.08680,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,277.95000,1.97310,0.11970,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,291.94000,2.82190,0.17220,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,303.31000,0.00000,0.00000,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,322.50000,0.00000,0.00000,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,337.50000,0.00000,0.00000,0.71236,1.15655
5.75000,1.39000,0.15500,-0.15000,352.50000,0.00000,0.00000,0.71236,1.15655
5.75000,1.39000,0.15500,-0.20000,7.50000,0.00000,0.00000,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,22.50000,0.00000,0.00000,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,37.50000,0.00000,0.00000,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,56.53000,0.00000,0.00000,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,67.32000,1.76000,0.13940,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,82.02000,1.14270,0.08940,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,97.11000,0.98930,0.07650,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,112.19000,0.66130,0.06580,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,127.26000,0.55390,0.06510,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,142.33000,0.50300,0.05450,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,157.40000,0.41680,0.04740,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,172.47000,0.46260,0.05770,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,187.53000,0.34450,0.05130,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,202.60000,0.44440,0.04830,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,217.67000,0.60030,0.05790,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,232.74000,0.67810,0.07390,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,247.81000,0.71500,0.07060,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,262.89000,1.02850,0.07750,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,277.98000,1.12870,0.08570,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,292.68000,1.89290,0.14220,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,303.47000,0.00000,0.00000,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,322.50000,0.00000,0.00000,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,337.50000,0.00000,0.00000,0.64892,1.01978
5.75000,1.39000,0.15500,-0.20000,352.50000,0.00000,0.00000,0.64892,1.01978
5.75000,1.39000,0.15500,-0.26000,7.50000,0.00000,0.00000,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,22.50000,0.00000,0.00000,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,37.50000,0.00000,0.00000,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,56.03000,0.00000,0.00000,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,66.92000,1.25820,0.09850,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,82.00000,0.78210,0.06440,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,97.09000,0.41330,0.03940,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,112.18000,0.44500,0.04460,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,127.25000,0.32760,0.04160,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,142.32000,0.29760,0.03600,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,157.39000,0.27530,0.03240,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,172.46000,0.28210,0.03600,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,187.54000,0.22500,0.03470,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,202.61000,0.33810,0.03630,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,217.68000,0.24670,0.03000,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,232.75000,0.37530,0.04180,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,247.82000,0.31110,0.03900,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,262.91000,0.58640,0.04900,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,278.00000,0.79100,0.06060,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,293.08000,1.10560,0.09140,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,303.97000,0.00000,0.00000,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,322.50000,0.00000,0.00000,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,337.50000,0.00000,0.00000,0.58528,0.88573
5.75000,1.39000,0.15500,-0.26000,352.50000,0.00000,0.00000,0.58528,0.88573
5.75000,1.39000,0.15500,-0.34000,7.50000,0.00000,0.00000,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,22.50000,0.00000,0.00000,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,44.30000,0.00000,0.00000,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,54.08000,1.05700,0.08480,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,66.88000,0.72460,0.06170,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,81.99000,0.43830,0.04210,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,97.08000,0.33620,0.03160,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,112.17000,0.30730,0.03180,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,127.25000,0.22010,0.02980,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,142.32000,0.20080,0.02620,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,157.39000,0.18360,0.02350,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,172.46000,0.19490,0.02550,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,187.54000,0.18150,0.02790,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,202.61000,0.21270,0.02610,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,217.68000,0.18840,0.02260,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,232.75000,0.22270,0.02830,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,247.83000,0.20370,0.02910,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,262.92000,0.29770,0.03060,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,278.01000,0.43610,0.03770,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,293.12000,0.55380,0.05390,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,305.92000,1.15380,0.09730,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,315.70000,0.00000,0.00000,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,337.50000,0.00000,0.00000,0.51603,0.74472
5.75000,1.39000,0.15500,-0.34000,352.50000,0.00000,0.00000,0.51603,0.74472
5.75000,1.39000,0.15500,-0.45000,7.50000,0.00000,0.00000,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,22.50000,0.00000,0.00000,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,42.85000,0.00000,0.00000,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,51.97000,0.62210,0.04170,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,66.88000,0.37190,0.03310,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,81.98000,0.19630,0.02240,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,97.08000,0.16490,0.01800,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,112.16000,0.13480,0.01640,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,127.24000,0.11460,0.01760,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,142.32000,0.11760,0.01720,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,157.39000,0.13030,0.01610,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,172.46000,0.11890,0.01620,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,187.54000,0.09960,0.01750,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,202.61000,0.09520,0.01450,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,217.68000,0.11210,0.01430,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,232.76000,0.09870,0.01520,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,247.84000,0.13690,0.02010,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,262.92000,0.16700,0.01890,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,278.02000,0.23140,0.02180,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,293.12000,0.33580,0.03230,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,308.03000,0.55840,0.04750,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,317.15000,0.00000,0.00000,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,337.50000,0.00000,0.00000,0.44130,0.59989
5.75000,1.39000,0.15500,-0.45000,352.50000,0.00000,0.00000,0.44130,0.59989
5.75000,1.45000,0.18400,-0.11000,7.85000,4.03500,0.23910,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,22.93000,4.17770,0.18270,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,37.42000,3.08240,0.13660,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,52.08000,2.29730,0.13630,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,67.09000,1.90290,0.15260,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,82.13000,1.21000,0.10030,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,97.17000,1.11300,0.08890,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,112.21000,0.83550,0.08260,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,127.27000,0.79070,0.09690,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,142.33000,0.54710,0.06190,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,157.39000,0.55320,0.05630,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,172.46000,0.48690,0.06430,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,187.54000,0.50220,0.06950,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,202.61000,0.43340,0.05160,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,217.67000,0.56210,0.06210,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,232.73000,0.60760,0.08020,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,247.79000,0.73040,0.07440,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,262.83000,0.96250,0.08220,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,277.87000,1.22430,0.09990,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,292.91000,1.95610,0.14890,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,307.92000,2.55570,0.14020,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,322.58000,3.29000,0.14310,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,337.07000,3.90390,0.17620,0.77206,1.28727
5.75000,1.45000,0.18400,-0.11000,352.15000,4.73510,0.27350,0.77206,1.28727
5.75000,1.45000,0.18400,-0.15000,8.73000,0.00000,0.00000,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,24.27000,4.91190,0.27210,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,38.00000,2.56090,0.11750,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,51.97000,1.90620,0.09780,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,67.01000,1.21430,0.09030,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,82.07000,0.87160,0.06830,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,97.13000,0.64790,0.05420,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,112.19000,0.58140,0.05480,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,127.25000,0.34010,0.05020,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,142.32000,0.29090,0.03950,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,157.39000,0.39610,0.04180,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,172.46000,0.27180,0.03880,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,187.54000,0.31530,0.04750,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,202.61000,0.42990,0.04570,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,217.68000,0.37190,0.04320,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,232.75000,0.47320,0.05960,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,247.81000,0.52820,0.05640,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,262.87000,0.78020,0.06050,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,277.93000,1.00580,0.06860,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,292.99000,1.34950,0.09560,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,308.03000,1.66630,0.09680,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,322.00000,2.54550,0.11670,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,335.73000,3.79920,0.21230,0.71236,1.15655
5.75000,1.45000,0.18400,-0.15000,351.27000,0.00000,0.00000,0.71236,1.15655
5.75000,1.45000,0.18400,-0.20000,7.50000,0.00000,0.00000,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,26.97000,0.00000,0.00000,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,38.92000,2.21990,0.13440,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,51.87000,1.29090,0.08060,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,66.95000,0.71850,0.06770,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,82.03000,0.53570,0.05170,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,97.10000,0.49890,0.04500,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,112.17000,0.40260,0.04190,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,127.24000,0.28640,0.04260,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,142.31000,0.26550,0.03870,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,157.39000,0.25900,0.03450,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,172.46000,0.25450,0.03640,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,187.54000,0.16650,0.03390,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,202.61000,0.20350,0.02970,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,217.69000,0.24280,0.03240,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,232.76000,0.29240,0.04300,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,247.83000,0.26040,0.03860,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,262.90000,0.37630,0.03920,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,277.97000,0.62750,0.05150,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,293.05000,0.82230,0.07160,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,308.13000,1.33450,0.09620,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,321.08000,2.41760,0.13420,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,333.03000,0.00000,0.00000,0.64892,1.01978
5.75000,1.45000,0.18400,-0.20000,352.50000,0.00000,0.00000,0.64892,1.01978
5.75000,1.45000,0.18400,-0.26000,7.50000,0.00000,0.00000,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,28.99000,0.00000,0.00000,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,39.83000,1.83960,0.12420,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,51.77000,0.87640,0.05750,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,66.89000,0.53290,0.04800,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,81.99000,0.37730,0.03950,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,97.08000,0.29950,0.02840,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,112.16000,0.23850,0.02550,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,127.23000,0.22040,0.03100,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,142.31000,0.11380,0.02000,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,157.38000,0.15830,0.02280,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,172.46000,0.11910,0.02180,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,187.54000,0.12360,0.02560,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,202.62000,0.12380,0.02050,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,217.69000,0.17960,0.02320,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,232.77000,0.22180,0.03010,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,247.84000,0.24950,0.03170,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,262.92000,0.24120,0.02590,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,278.01000,0.37890,0.03330,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,293.11000,0.57260,0.04890,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,308.23000,0.84800,0.06860,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,320.17000,1.51710,0.10520,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,331.01000,0.00000,0.00000,0.58528,0.88573
5.75000,1.45000,0.18400,-0.26000,352.50000,0.00000,0.00000,0.58528,0.88573
5.75000,1.45000,0.18400,-0.34000,7.50000,0.00000,0.00000,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,22.50000,0.00000,0.00000,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,40.41000,1.16110,0.09240,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,51.69000,0.48920,0.03640,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,66.84000,0.30450,0.03100,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,81.96000,0.15580,0.02080,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,97.05000,0.21280,0.02140,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,112.14000,0.17990,0.02000,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,127.22000,0.12390,0.01970,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,142.30000,0.09000,0.01910,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,157.38000,0.10030,0.01920,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,172.46000,0.09650,0.02090,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,187.54000,0.06320,0.02140,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,202.62000,0.07290,0.01600,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,217.70000,0.10270,0.01690,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,232.78000,0.07030,0.01410,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,247.86000,0.14570,0.02220,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,262.95000,0.16740,0.01870,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,278.04000,0.22020,0.02160,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,293.16000,0.37590,0.03370,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,308.31000,0.61470,0.05230,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,319.59000,1.10170,0.08400,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,337.50000,0.00000,0.00000,0.51603,0.74472
5.75000,1.45000,0.18400,-0.34000,352.50000,0.00000,0.00000,0.51603,0.74472
5.75000,1.45000,0.18400,-0.45000,7.50000,0.00000,0.00000,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,22.50000,0.00000,0.00000,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,39.69000,0.70340,0.04880,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,51.64000,0.33660,0.02390,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,66.80000,0.23330,0.02120,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,81.93000,0.15450,0.01810,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,97.04000,0.12800,0.01380,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,112.13000,0.09250,0.01170,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,127.22000,0.05340,0.01220,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,142.30000,0.07210,0.02120,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,157.38000,0.06000,0.02290,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,172.46000,0.04320,0.02190,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,187.54000,0.00000,0.00000,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,202.62000,0.00000,0.00000,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,217.70000,0.00000,0.00000,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,232.78000,0.05200,0.01220,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,247.87000,0.06180,0.01210,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,262.96000,0.09650,0.01220,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,278.07000,0.13110,0.01410,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,293.20000,0.17360,0.01790,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,308.36000,0.35020,0.03090,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,320.31000,0.57730,0.04370,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,337.50000,0.00000,0.00000,0.44130,0.59989
5.75000,1.45000,0.18400,-0.45000,352.50000,0.00000,0.00000,0.44130,0.59989
5.75000,1.62000,0.18500,-0.11000,9.53000,0.00000,0.00000,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,24.88000,0.00000,0.00000,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,39.26000,0.00000,0.00000,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,53.14000,3.77080,0.20270,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,67.50000,2.37550,0.14460,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,82.13000,1.84230,0.10540,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,97.18000,1.28520,0.08440,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,112.23000,1.23410,0.09530,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,127.28000,0.87950,0.08490,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,142.34000,0.76470,0.06710,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,157.40000,0.67230,0.05870,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,172.47000,0.69590,0.07300,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,187.53000,0.61050,0.06610,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,202.60000,0.69120,0.05930,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,217.66000,0.69500,0.06630,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,232.72000,0.83010,0.08190,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,247.77000,0.84880,0.07220,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,262.82000,1.28630,0.08360,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,277.87000,1.70580,0.10970,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,292.50000,2.39670,0.14390,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,306.86000,3.40110,0.16890,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,320.74000,0.00000,0.00000,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,335.12000,0.00000,0.00000,0.77206,1.28727
5.75000,1.62000,0.18500,-0.11000,350.47000,0.00000,0.00000,0.77206,1.28727
5.75000,1.63000,0.18500,-0.15000,7.50000,0.00000,0.00000,0.71236,1.15655
5.75000,1.63000,0.18500,-0.15000,29.30000,0.00000,0.00000,0.71236,1.15655
5.75000,1.63000,0.18500,-0.15000,41.34000,0.00000,0.00000,0.71236,1.15655
