#k,QQ,x_b,t,phi_x,F,sigmaF,F1,F2
5.75000,2.48000,0.40000,-0.26000,67.27000,0.03370,0.00760,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,82.27000,0.00000,0.00000,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,97.29000,0.00000,0.00000,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,112.31000,0.00000,0.00000,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,127.35000,0.00000,0.00000,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,142.39000,0.00000,0.00000,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,157.42000,0.00000,0.00000,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,172.47000,0.00000,0.00000,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,187.53000,0.00000,0.00000,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,202.58000,0.00000,0.00000,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,217.61000,0.00000,0.00000,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,232.65000,0.00000,0.00000,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,247.69000,0.00000,0.00000,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,262.71000,0.01820,0.00850,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,277.73000,0.02220,0.00930,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,292.73000,0.02840,0.00890,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,307.71000,0.03090,0.00710,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,322.68000,0.04050,0.00640,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,337.62000,0.05230,0.00660,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,352.54000,0.04180,0.00600,0.58528,0.88573
5.75000,2.48000,0.39900,-0.34000,7.42000,0.04340,0.00540,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,22.29000,0.05170,0.00630,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,37.21000,0.03790,0.00490,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,52.17000,0.03690,0.00470,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,67.16000,0.02080,0.00430,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,82.18000,0.02530,0.00830,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,97.21000,0.00000,0.00000,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,112.25000,0.00000,0.00000,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,127.29000,0.00000,0.00000,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,142.35000,0.00000,0.00000,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,157.40000,0.00000,0.00000,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,172.47000,0.00000,0.00000,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,187.53000,0.00000,0.00000,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,202.60000,0.00000,0.00000,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,217.65000,0.00000,0.00000,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,232.71000,0.00000,0.00000,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,247.75000,0.00000,0.00000,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,262.79000,0.00000,0.00000,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,277.82000,0.00000,0.00000,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,292.84000,0.02860,0.00720,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,307.83000,0.03100,0.00520,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,322.79000,0.05040,0.00540,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,337.71000,0.05360,0.00520,0.51603,0.74472
5.75000,2.48000,0.39900,-0.34000,352.58000,0.05420,0.00530,0.51603,0.74472
5.75000,2.48000,0.39900,-0.45000,7.37000,0.04250,0.00410,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,22.16000,0.03530,0.00400,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,37.06000,0.02360,0.00300,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,52.04000,0.02170,0.00270,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,67.06000,0.02010,0.00330,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,82.10000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,97.15000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,112.21000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,127.28000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,142.33000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,157.37000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,172.47000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,187.53000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,202.63000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,217.67000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,232.72000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,247.79000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,262.85000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,277.90000,0.00000,0.00000,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,292.94000,0.01680,0.00400,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,307.96000,0.02120,0.00320,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,322.94000,0.02770,0.00310,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,337.84000,0.03870,0.00340,0.44130,0.59989
5.75000,2.48000,0.39900,-0.45000,352.63000,0.04140,0.00340,0.44130,0.59989
5.75000,3.12000,0.39100,-0.21000,7.48000,0.04900,0.01450,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,22.45000,0.07690,0.02110,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,37.42000,0.06020,0.01650,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,52.40000,0.03650,0.01310,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,67.39000,0.08530,0.02380,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,82.39000,0.07600,0.02820,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,97.39000,0.00000,0.00000,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,112.40000,0.00000,0.00000,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,127.42000,0.00000,0.00000,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,142.44000,0.00000,0.00000,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,157.47000,0.00000,0.00000,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,172.48000,0.00000,0.00000,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,187.52000,0.00000,0.00000,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,202.53000,0.00000,0.00000,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,217.56000,0.00000,0.00000,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,232.58000,0.00000,0.00000,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,247.60000,0.00000,0.00000,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,262.61000,0.00000,0.00000,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,277.61000,0.00000,0.00000,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,292.61000,0.07110,0.02470,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,307.60000,0.07860,0.02110,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,322.58000,0.06400,0.01590,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,337.55000,0.06510,0.01570,0.63746,0.99538
5.75000,3.12000,0.39100,-0.21000,352.52000,0.08360,0.01950,0.63746,0.99538
5.75000,3.18000,0.39900,-0.26000,7.46000,0.04500,0.00630,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,22.38000,0.05120,0.00700,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,37.33000,0.05360,0.00660,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,52.30000,0.03990,0.00530,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,67.29000,0.03790,0.00510,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,82.29000,0.03300,0.00550,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,97.31000,0.03340,0.00640,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,112.34000,0.00000,0.00000,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,127.37000,0.00000,0.00000,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,142.40000,0.00000,0.00000,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,157.44000,0.00000,0.00000,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,172.48000,0.00000,0.00000,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,187.52000,0.00000,0.00000,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,202.56000,0.00000,0.00000,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,217.60000,0.00000,0.00000,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,232.63000,0.03160,0.01190,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,247.66000,0.02910,0.00680,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,262.69000,0.02300,0.00490,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,277.71000,0.02850,0.00540,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,292.71000,0.02960,0.00520,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,307.70000,0.04780,0.00650,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,322.67000,0.04940,0.00600,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,337.62000,0.05820,0.00630,0.58528,0.88573
5.75000,3.18000,0.39900,-0.26000,352.54000,0.05880,0.00680,0.58528,0.88573
5.75000,3.18000,0.40000,-0.34000,7.46000,0.05550,0.00560,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,22.33000,0.05680,0.00590,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,37.19000,0.04690,0.00480,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,52.17000,0.03970,0.00430,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,67.17000,0.03590,0.00440,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,82.20000,0.02000,0.00330,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,97.23000,0.02190,0.00360,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,112.27000,0.01250,0.00250,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,127.32000,0.01490,0.00310,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,142.37000,0.00000,0.00000,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,157.43000,0.01610,0.00840,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,172.48000,0.00000,0.00000,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,187.52000,0.00000,0.00000,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,202.57000,0.01970,0.00700,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,217.63000,0.01570,0.00460,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,232.68000,0.01400,0.00390,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,247.73000,0.01570,0.00270,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,262.77000,0.02150,0.00290,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,277.80000,0.02300,0.00350,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,292.83000,0.03160,0.00460,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,307.83000,0.04360,0.00560,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,322.81000,0.05120,0.00490,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,337.67000,0.06180,0.00500,0.51603,0.74472
5.75000,3.18000,0.40000,-0.34000,352.54000,0.06520,0.00560,0.51603,0.74472
5.75000,3.18000,0.40000,-0.45000,7.52000,0.06630,0.00520,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,22.49000,0.05850,0.00470,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,37.08000,0.04230,0.00360,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,52.03000,0.03090,0.00290,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,67.07000,0.01820,0.00250,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,82.12000,0.01960,0.00300,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,97.18000,0.01310,0.00230,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,112.24000,0.01140,0.00200,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,127.29000,0.00980,0.00210,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,142.34000,0.00950,0.00280,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,157.41000,0.00420,0.00200,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,172.46000,0.00520,0.00240,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,187.54000,0.00000,0.00000,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,202.59000,0.00650,0.00230,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,217.66000,0.00000,0.00000,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,232.71000,0.00740,0.00200,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,247.76000,0.01350,0.00240,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,262.82000,0.01260,0.00190,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,277.88000,0.01520,0.00240,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,292.93000,0.02080,0.00320,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,307.97000,0.03610,0.00400,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,322.92000,0.04360,0.00360,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,337.51000,0.05800,0.00390,0.44130,0.59989
5.75000,3.18000,0.40000,-0.45000,352.48000,0.07070,0.00480,0.44130,0.59989
5.75000,2.81000,0.43300,-0.27000,7.48000,0.02090,0.00730,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,22.44000,0.01280,0.00580,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,37.41000,0.02080,0.00800,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,52.39000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,67.37000,0.01350,0.00690,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,82.38000,0.01420,0.00860,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,97.38000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,112.39000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,127.41000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,142.43000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,157.45000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,172.48000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,187.52000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,202.55000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,217.57000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,232.59000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,247.61000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,262.62000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,277.62000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,292.63000,0.00000,0.00000,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,307.61000,0.02250,0.00870,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,322.59000,0.01710,0.00660,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,337.56000,0.02130,0.00630,0.57575,0.86600
5.75000,2.81000,0.43300,-0.27000,352.52000,0.02030,0.00650,0.57575,0.86600
5.75000,2.96000,0.44900,-0.34000,7.46000,0.02460,0.00340,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,22.38000,0.01900,0.00310,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,37.33000,0.01580,0.00290,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,52.30000,0.01560,0.00290,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,67.29000,0.01130,0.00250,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,82.29000,0.00000,0.00000,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,97.32000,0.00970,0.00360,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,112.34000,0.00000,0.00000,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,127.37000,0.00000,0.00000,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,142.40000,0.00000,0.00000,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,157.45000,0.00000,0.00000,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,172.49000,0.00000,0.00000,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,187.51000,0.00000,0.00000,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,202.55000,0.00000,0.00000,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,217.60000,0.00000,0.00000,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,232.63000,0.00000,0.00000,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,247.66000,0.00000,0.00000,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,262.68000,0.00000,0.00000,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,277.71000,0.00000,0.00000,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,292.71000,0.01610,0.00360,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,307.70000,0.02500,0.00390,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,322.67000,0.02780,0.00350,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,337.62000,0.02780,0.00310,0.51603,0.74472
5.75000,2.96000,0.44900,-0.34000,352.54000,0.00000,0.00000,0.51603,0.74472
5.75000,3.05000,0.46100,-0.45000,7.42000,0.01630,0.00170,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,22.29000,0.01570,0.00170,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,37.22000,0.02100,0.00210,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,52.19000,0.01380,0.00160,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,67.19000,0.01130,0.00180,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,82.22000,0.00500,0.00140,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,97.25000,0.00460,0.00200,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,112.28000,0.00000,0.00000,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,127.32000,0.00000,0.00000,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,142.38000,0.00000,0.00000,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,157.42000,0.00000,0.00000,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,172.47000,0.00000,0.00000,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,187.53000,0.00000,0.00000,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,202.58000,0.00000,0.00000,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,217.62000,0.00000,0.00000,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,232.68000,0.00000,0.00000,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,247.72000,0.00000,0.00000,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,262.75000,0.00520,0.00220,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,277.78000,0.01180,0.00260,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,292.81000,0.01380,0.00230,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,307.81000,0.01220,0.00180,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,322.78000,0.01900,0.00180,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,337.71000,0.01800,0.00160,0.44130,0.59989
5.75000,3.05000,0.46100,-0.45000,352.58000,0.01840,0.00160,0.44130,0.59989
5.75000,3.50000,0.43000,-0.28000,7.48000,0.03210,0.01150,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,22.44000,0.01460,0.00730,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,37.41000,0.01760,0.00880,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,52.39000,0.02040,0.00840,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,67.38000,0.02350,0.00970,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,82.38000,0.03290,0.01520,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,97.39000,0.03600,0.02680,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,112.40000,0.00000,0.00000,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,127.42000,0.00000,0.00000,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,142.44000,0.00000,0.00000,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,157.47000,0.00000,0.00000,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,172.49000,0.00000,0.00000,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,187.51000,0.00000,0.00000,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,202.53000,0.00000,0.00000,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,217.56000,0.00000,0.00000,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,232.58000,0.00000,0.00000,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,247.60000,0.00000,0.00000,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,262.61000,0.00000,0.00000,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,277.62000,0.00000,0.00000,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,292.62000,0.02670,0.01350,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,307.61000,0.02500,0.01130,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,322.59000,0.03980,0.01230,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,337.56000,0.03170,0.01020,0.56650,0.84693
5.75000,3.50000,0.43000,-0.28000,352.52000,0.03630,0.01110,0.56650,0.84693
5.75000,3.63000,0.45100,-0.34000,7.46000,0.02660,0.00400,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,22.38000,0.03440,0.00450,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,37.33000,0.02420,0.00380,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,52.31000,0.01910,0.00300,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,67.31000,0.02030,0.00310,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,82.32000,0.02230,0.00390,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,97.34000,0.01080,0.00330,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,112.36000,0.00000,0.00000,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,127.39000,0.00000,0.00000,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,142.42000,0.00000,0.00000,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,157.46000,0.00000,0.00000,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,172.48000,0.00000,0.00000,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,187.52000,0.00000,0.00000,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,202.54000,0.00000,0.00000,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,217.58000,0.00000,0.00000,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,232.61000,0.00000,0.00000,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,247.64000,0.01100,0.00440,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,262.66000,0.01330,0.00360,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,277.68000,0.01660,0.00380,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,292.69000,0.02280,0.00420,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,307.69000,0.02140,0.00340,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,322.67000,0.02650,0.00350,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,337.62000,0.02590,0.00330,0.51603,0.74472
5.75000,3.63000,0.45100,-0.34000,352.54000,0.02270,0.00340,0.51603,0.74472
5.75000,3.77000,0.47500,-0.45000,7.45000,0.02030,0.00210,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,22.32000,0.01990,0.00210,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,37.23000,0.01410,0.00170,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,52.22000,0.01130,0.00130,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,67.23000,0.00890,0.00110,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,82.26000,0.00880,0.00120,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,97.29000,0.00890,0.00150,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,112.33000,0.00620,0.00140,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,127.35000,0.00000,0.00000,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,142.39000,0.00000,0.00000,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,157.46000,0.00000,0.00000,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,172.48000,0.00000,0.00000,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,187.52000,0.00000,0.00000,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,202.54000,0.00000,0.00000,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,217.61000,0.00000,0.00000,0.44130,0.59989
5.75000,3.77000,0.47500,-0.45000,232.65000,0.00000,0.00000,0.44130,0.59989
